signature,file,startline,startcol,endline,endcol,properties
Ljava/security/KeyStore;->keyStoreSpi:Ljava/security/KeyStoreSpi;,libcore/ojluni/annotations/hiddenapi/java/security/KeyStore.java,193,5,193,25,
Ljava/security/Signature;->getInstance(Lsun/security/jca/GetInstance$Instance;Ljava/lang/String;)Ljava/security/Signature;,libcore/ojluni/annotations/hiddenapi/java/security/Signature.java,43,5,43,25,
Ljava/security/spec/ECParameterSpec;->setCurveName(Ljava/lang/String;)V,libcore/ojluni/annotations/hiddenapi/java/security/spec/ECParameterSpec.java,58,5,58,25,
Ljava/security/spec/ECParameterSpec;->getCurveName()Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/security/spec/ECParameterSpec.java,63,5,63,25,
Ljava/text/Collator;->icuColl:Landroid/icu/text/Collator;,libcore/ojluni/annotations/hiddenapi/java/text/Collator.java,128,5,128,25,
Ljava/text/DateFormat;->is24Hour:Ljava/lang/Boolean;,libcore/ojluni/annotations/hiddenapi/java/text/DateFormat.java,223,5,223,25,
Ljava/text/DecimalFormatSymbols;->getPercentString()Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/text/DecimalFormatSymbols.java,103,5,103,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/text/NumberFormat;->getInstance(Ljava/util/Locale;I)Ljava/text/NumberFormat;,libcore/ojluni/annotations/hiddenapi/java/text/NumberFormat.java,204,5,204,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/time/Duration;->toSeconds()Ljava/math/BigDecimal;,libcore/ojluni/annotations/hiddenapi/java/time/Duration.java,257,5,257,50,trackingBug=172313849L
Ljava/time/OffsetDateTime;-><init>(Ljava/time/LocalDateTime;Ljava/time/ZoneOffset;)V,libcore/ojluni/annotations/hiddenapi/java/time/OffsetDateTime.java,74,5,74,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/time/ZoneId;->of(Ljava/lang/String;Z)Ljava/time/ZoneId;,libcore/ojluni/annotations/hiddenapi/java/time/ZoneId.java,95,5,95,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/ArrayDeque;->elements:[Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/util/ArrayDeque.java,214,5,214,25,
Ljava/util/ArrayDeque;->head:I,libcore/ojluni/annotations/hiddenapi/java/util/ArrayDeque.java,217,5,217,25,
Ljava/util/ArrayDeque;->tail:I,libcore/ojluni/annotations/hiddenapi/java/util/ArrayDeque.java,222,5,222,25,
Ljava/util/ArrayList$SubList;->offset:I,libcore/ojluni/annotations/hiddenapi/java/util/ArrayList.java,407,9,407,73,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/ArrayList$SubList;->parent:Ljava/util/AbstractList;,libcore/ojluni/annotations/hiddenapi/java/util/ArrayList.java,414,9,414,29,
Ljava/util/ArrayList$SubList;->parentOffset:I,libcore/ojluni/annotations/hiddenapi/java/util/ArrayList.java,421,9,421,29,
Ljava/util/ArrayList$SubList;->size:I,libcore/ojluni/annotations/hiddenapi/java/util/ArrayList.java,428,9,430,50,publicAlternatives=%22Please+update+to+a+current+version+of+the+%7B%40code+Streamsupport%7D+library%3B+older+versions+of+%7B%40code+Streamsupport%7D+do+not+support+current+versions+of+Android.%22
Ljava/util/ArrayList;->elementData:[Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/util/ArrayList.java,231,5,231,25,
Ljava/util/ArrayList;->size:I,libcore/ojluni/annotations/hiddenapi/java/util/ArrayList.java,236,5,236,25,
Ljava/util/Arrays$ArrayList;->a:[Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/util/Arrays.java,804,9,804,29,
Ljava/util/Arrays;->deepToString([Ljava/lang/Object;Ljava/lang/StringBuilder;Ljava/util/Set;)V,libcore/ojluni/annotations/hiddenapi/java/util/Arrays.java,632,5,632,25,
Ljava/util/Calendar;->zone:Ljava/util/TimeZone;,libcore/ojluni/annotations/hiddenapi/java/util/Calendar.java,594,5,594,25,
Ljava/util/Collections$EmptyList;-><init>()V,libcore/ojluni/annotations/hiddenapi/java/util/Collections.java,1519,9,1519,29,
Ljava/util/Collections$EmptyMap;-><init>()V,libcore/ojluni/annotations/hiddenapi/java/util/Collections.java,1638,9,1638,29,
Ljava/util/Collections$SynchronizedCollection;->c:Ljava/util/Collection;,libcore/ojluni/annotations/hiddenapi/java/util/Collections.java,2273,9,2273,29,
Ljava/util/Collections$SynchronizedList;->list:Ljava/util/List;,libcore/ojluni/annotations/hiddenapi/java/util/Collections.java,2363,9,2363,29,
Ljava/util/Collections$SynchronizedMap;->m:Ljava/util/Map;,libcore/ojluni/annotations/hiddenapi/java/util/Collections.java,2509,9,2509,29,
Ljava/util/Collections$UnmodifiableCollection;->c:Ljava/util/Collection;,libcore/ojluni/annotations/hiddenapi/java/util/Collections.java,2948,9,2948,29,
Ljava/util/Collections$UnmodifiableMap;->m:Ljava/util/Map;,libcore/ojluni/annotations/hiddenapi/java/util/Collections.java,3164,9,3164,29,
Ljava/util/EnumMap;->keyType:Ljava/lang/Class;,libcore/ojluni/annotations/hiddenapi/java/util/EnumMap.java,162,5,162,25,
Ljava/util/EnumSet;->elementType:Ljava/lang/Class;,libcore/ojluni/annotations/hiddenapi/java/util/EnumSet.java,122,5,122,25,
Ljava/util/HashMap$EntryIterator;->next()Ljava/util/Map$Entry;,libcore/ojluni/annotations/hiddenapi/java/util/HashMap.java,293,9,293,54,trackingBug=122551864L
Ljava/util/HashMap$Node;->key:Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/util/HashMap.java,534,9,534,73,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/HashMap$Node;->next:Ljava/util/HashMap$Node;,libcore/ojluni/annotations/hiddenapi/java/util/HashMap.java,541,9,541,73,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/HashMap$Node;->value:Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/util/HashMap.java,544,9,544,73,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/HashMap;->modCount:I,libcore/ojluni/annotations/hiddenapi/java/util/HashMap.java,277,5,277,25,
Ljava/util/HashMap;->table:[Ljava/util/HashMap$Node;,libcore/ojluni/annotations/hiddenapi/java/util/HashMap.java,284,5,284,25,
Ljava/util/HashSet;->map:Ljava/util/HashMap;,libcore/ojluni/annotations/hiddenapi/java/util/HashSet.java,105,5,105,25,
Ljava/util/LinkedHashMap;->eldest()Ljava/util/Map$Entry;,libcore/ojluni/annotations/hiddenapi/java/util/LinkedHashMap.java,118,5,118,25,
Ljava/util/LinkedHashMap;->accessOrder:Z,libcore/ojluni/annotations/hiddenapi/java/util/LinkedHashMap.java,148,5,148,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/LinkedList$Node;->item:Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/util/LinkedList.java,419,9,419,29,
Ljava/util/LinkedList$Node;->next:Ljava/util/LinkedList$Node;,libcore/ojluni/annotations/hiddenapi/java/util/LinkedList.java,422,9,422,29,
Ljava/util/LinkedList;->first:Ljava/util/LinkedList$Node;,libcore/ojluni/annotations/hiddenapi/java/util/LinkedList.java,266,5,266,25,
Ljava/util/LinkedList;->size:I,libcore/ojluni/annotations/hiddenapi/java/util/LinkedList.java,273,5,273,25,
Ljava/util/Locale;->createConstant(Ljava/lang/String;Ljava/lang/String;)Ljava/util/Locale;,libcore/ojluni/annotations/hiddenapi/java/util/Locale.java,66,5,66,25,
Ljava/util/Locale;->getInstance(Lsun/util/locale/BaseLocale;Lsun/util/locale/LocaleExtensions;)Ljava/util/Locale;,libcore/ojluni/annotations/hiddenapi/java/util/Locale.java,86,5,86,25,
Ljava/util/PriorityQueue;->modCount:I,libcore/ojluni/annotations/hiddenapi/java/util/PriorityQueue.java,192,5,192,25,
Ljava/util/PriorityQueue;->queue:[Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/util/PriorityQueue.java,195,5,195,25,
Ljava/util/PriorityQueue;->size:I,libcore/ojluni/annotations/hiddenapi/java/util/PriorityQueue.java,200,5,200,25,
Ljava/util/Properties;->saveConvert(Ljava/lang/String;ZZ)Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/java/util/Properties.java,62,5,62,25,
Ljava/util/Random;->seedUniquifier()J,libcore/ojluni/annotations/hiddenapi/java/util/Random.java,41,5,41,50,trackingBug=172313849L
Ljava/util/TimerTask;->period:J,libcore/ojluni/annotations/hiddenapi/java/util/TimerTask.java,63,5,63,25,
Ljava/util/UUID;->leastSigBits:J,libcore/ojluni/annotations/hiddenapi/java/util/UUID.java,101,5,101,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/UUID;->mostSigBits:J,libcore/ojluni/annotations/hiddenapi/java/util/UUID.java,108,5,108,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/Vector;->elementData(I)Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/util/Vector.java,165,5,165,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/concurrent/CopyOnWriteArrayList;->elements:[Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/CopyOnWriteArrayList.java,264,5,264,25,
Ljava/util/concurrent/CopyOnWriteArraySet;->al:Ljava/util/concurrent/CopyOnWriteArrayList;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/CopyOnWriteArraySet.java,124,5,124,25,
Ljava/util/concurrent/Executors$RunnableAdapter;->task:Ljava/lang/Runnable;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/Executors.java,422,9,422,29,
Ljava/util/concurrent/FutureTask;->EXCEPTIONAL:I,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/FutureTask.java,117,5,117,25,
Ljava/util/concurrent/FutureTask;->callable:Ljava/util/concurrent/Callable;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/FutureTask.java,152,5,152,25,
Ljava/util/concurrent/FutureTask;->outcome:Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/FutureTask.java,155,5,155,25,
Ljava/util/concurrent/FutureTask;->state:I,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/FutureTask.java,160,5,160,25,
Ljava/util/concurrent/LinkedBlockingDeque;->first:Ljava/util/concurrent/LinkedBlockingDeque$Node;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/LinkedBlockingDeque.java,287,5,287,25,
Ljava/util/concurrent/LinkedBlockingDeque;->lock:Ljava/util/concurrent/locks/ReentrantLock;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/LinkedBlockingDeque.java,292,5,292,25,
Ljava/util/concurrent/LinkedBlockingQueue;->capacity:I,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/LinkedBlockingQueue.java,173,5,173,25,
Ljava/util/concurrent/LinkedBlockingQueue;->head:Ljava/util/concurrent/LinkedBlockingQueue$Node;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/LinkedBlockingQueue.java,186,5,186,25,
Ljava/util/concurrent/LinkedBlockingQueue;->putLock:Ljava/util/concurrent/locks/ReentrantLock;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/LinkedBlockingQueue.java,203,5,203,25,
Ljava/util/concurrent/LinkedBlockingQueue;->takeLock:Ljava/util/concurrent/locks/ReentrantLock;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/LinkedBlockingQueue.java,212,5,212,25,
Ljava/util/concurrent/PriorityBlockingQueue;->dequeue()Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/PriorityBlockingQueue.java,64,5,64,25,
Ljava/util/concurrent/PriorityBlockingQueue;->lock:Ljava/util/concurrent/locks/ReentrantLock;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/PriorityBlockingQueue.java,217,5,217,25,
Ljava/util/concurrent/PriorityBlockingQueue;->notEmpty:Ljava/util/concurrent/locks/Condition;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/PriorityBlockingQueue.java,224,5,224,25,
Ljava/util/concurrent/ThreadPoolExecutor;->allowCoreThreadTimeOut:Z,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/ThreadPoolExecutor.java,337,5,337,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/concurrent/ThreadPoolExecutor;->ctl:Ljava/util/concurrent/atomic/AtomicInteger;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/ThreadPoolExecutor.java,344,5,344,25,
Ljava/util/concurrent/ThreadPoolExecutor;->defaultHandler:Ljava/util/concurrent/RejectedExecutionHandler;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/ThreadPoolExecutor.java,351,5,351,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/concurrent/ThreadPoolExecutor;->mainLock:Ljava/util/concurrent/locks/ReentrantLock;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/ThreadPoolExecutor.java,364,5,364,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/concurrent/atomic/AtomicInteger;->value:I,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/atomic/AtomicInteger.java,151,5,151,25,
Ljava/util/concurrent/locks/ReentrantLock;->sync:Ljava/util/concurrent/locks/ReentrantLock$Sync;,libcore/ojluni/annotations/hiddenapi/java/util/concurrent/locks/ReentrantLock.java,131,5,131,25,
Ljava/util/jar/JarFile;->manifest:Ljava/util/jar/Manifest;,libcore/ojluni/annotations/hiddenapi/java/util/jar/JarFile.java,153,5,153,25,
Ljava/util/logging/Handler;->sealed:Z,libcore/ojluni/annotations/hiddenapi/java/util/logging/Handler.java,121,5,121,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/logging/LogManager;->getFormatterProperty(Ljava/lang/String;Ljava/util/logging/Formatter;)Ljava/util/logging/Formatter;,libcore/ojluni/annotations/hiddenapi/java/util/logging/LogManager.java,176,5,176,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/logging/Logger;->treeLock:Ljava/lang/Object;,libcore/ojluni/annotations/hiddenapi/java/util/logging/Logger.java,521,5,521,25,
Ljava/util/regex/Matcher;->appendPos:I,libcore/ojluni/annotations/hiddenapi/java/util/regex/Matcher.java,235,5,235,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Adler32;->update(II)I,libcore/ojluni/annotations/hiddenapi/java/util/zip/Adler32.java,61,5,61,25,
Ljava/util/zip/CRC32;->update(II)I,libcore/ojluni/annotations/hiddenapi/java/util/zip/CRC32.java,61,5,61,25,
Ljava/util/zip/Deflater;->buf:[B,libcore/ojluni/annotations/hiddenapi/java/util/zip/Deflater.java,163,5,163,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Deflater;->finish:Z,libcore/ojluni/annotations/hiddenapi/java/util/zip/Deflater.java,170,5,170,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Deflater;->finished:Z,libcore/ojluni/annotations/hiddenapi/java/util/zip/Deflater.java,173,5,173,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Deflater;->len:I,libcore/ojluni/annotations/hiddenapi/java/util/zip/Deflater.java,182,5,182,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Deflater;->level:I,libcore/ojluni/annotations/hiddenapi/java/util/zip/Deflater.java,185,5,185,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Deflater;->off:I,libcore/ojluni/annotations/hiddenapi/java/util/zip/Deflater.java,188,5,188,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Deflater;->setParams:Z,libcore/ojluni/annotations/hiddenapi/java/util/zip/Deflater.java,191,5,191,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Deflater;->strategy:I,libcore/ojluni/annotations/hiddenapi/java/util/zip/Deflater.java,194,5,194,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Inflater;->buf:[B,libcore/ojluni/annotations/hiddenapi/java/util/zip/Inflater.java,135,5,135,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Inflater;->finished:Z,libcore/ojluni/annotations/hiddenapi/java/util/zip/Inflater.java,148,5,148,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Inflater;->len:I,libcore/ojluni/annotations/hiddenapi/java/util/zip/Inflater.java,157,5,157,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Inflater;->needDict:Z,libcore/ojluni/annotations/hiddenapi/java/util/zip/Inflater.java,160,5,160,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/Inflater;->off:I,libcore/ojluni/annotations/hiddenapi/java/util/zip/Inflater.java,163,5,163,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/ZipEntry;-><init>(Ljava/lang/String;Ljava/lang/String;JJJII[BJ)V,libcore/ojluni/annotations/hiddenapi/java/util/zip/ZipEntry.java,34,5,34,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/ZipEntry;->method:I,libcore/ojluni/annotations/hiddenapi/java/util/zip/ZipEntry.java,192,5,192,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/ZipFile$ZipEntryIterator;->nextElement()Ljava/util/zip/ZipEntry;,libcore/ojluni/annotations/hiddenapi/java/util/zip/ZipFile.java,247,9,247,73,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/ZipFile;->getEntry(J[BZ)J,libcore/ojluni/annotations/hiddenapi/java/util/zip/ZipFile.java,68,5,68,25,
Ljava/util/zip/ZipFile;->close(J)V,libcore/ojluni/annotations/hiddenapi/java/util/zip/ZipFile.java,116,5,116,25,
Ljava/util/zip/ZipFile;->jzfile:J,libcore/ojluni/annotations/hiddenapi/java/util/zip/ZipFile.java,195,5,195,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/ZipInputStream;->flag:I,libcore/ojluni/annotations/hiddenapi/java/util/zip/ZipInputStream.java,103,5,103,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/ZipInputStream;->tmpbuf:[B,libcore/ojluni/annotations/hiddenapi/java/util/zip/ZipInputStream.java,108,5,108,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/ZipOutputStream;->method:I,libcore/ojluni/annotations/hiddenapi/java/util/zip/ZipOutputStream.java,147,5,147,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/ZipOutputStream;->names:Ljava/util/HashSet;,libcore/ojluni/annotations/hiddenapi/java/util/zip/ZipOutputStream.java,150,5,150,69,maxTargetSdk=30&trackingBug=170729553L
Ljava/util/zip/ZipOutputStream;->written:J,libcore/ojluni/annotations/hiddenapi/java/util/zip/ZipOutputStream.java,153,5,153,25,
Ljavax/net/ssl/SSLServerSocketFactory;->defaultServerSocketFactory:Ljavax/net/ssl/SSLServerSocketFactory;,libcore/ojluni/annotations/hiddenapi/javax/net/ssl/SSLServerSocketFactory.java,57,5,62,32,maxTargetSdk=28&trackingBug=118741276L&publicAlternatives=%22Use+%7B%40link+%23getDefault%28%29%7D+to+read+the+current+default%3B+from+Android+API+level+21+onwards%2C+apps+should+have+no+need+to+ever+write+this+value+because+it+is+automatically+recomputed+when+the+set+of+%7B%40link+java.security.Provider%7D+security+providers+changes.%22
Ljavax/net/ssl/SSLSocketFactory;->createSocket(Ljava/net/Socket;Ljava/io/InputStream;Z)Ljava/net/Socket;,libcore/ojluni/annotations/hiddenapi/javax/net/ssl/SSLSocketFactory.java,59,5,59,25,
Ljavax/net/ssl/SSLSocketFactory;->defaultSocketFactory:Ljavax/net/ssl/SSLSocketFactory;,libcore/ojluni/annotations/hiddenapi/javax/net/ssl/SSLSocketFactory.java,78,5,83,76,maxTargetSdk=28&trackingBug=118741276L&publicAlternatives=%22Use+%7B%40link+%23getDefault%28%29%7D+to+read+the+current+default%3B+from+Android+API+level+21+onwards%2C+apps+should+have+no+need+to+ever+write+this+value+because+it+is+automatically+recomputed+when+the+set+of+%7B%40link+java.security.Provider%7D+security+providers+changes.%22
Lsun/misc/ASCIICaseInsensitiveComparator;->lowerCaseHashCode(Ljava/lang/String;)I,libcore/ojluni/annotations/hiddenapi/sun/misc/ASCIICaseInsensitiveComparator.java,39,5,39,51,
Lsun/misc/ASCIICaseInsensitiveComparator;->CASE_INSENSITIVE_ORDER:Ljava/util/Comparator;,libcore/ojluni/annotations/hiddenapi/sun/misc/ASCIICaseInsensitiveComparator.java,60,5,60,51,
Lsun/misc/BASE64Decoder;-><init>()V,libcore/ojluni/annotations/hiddenapi/sun/misc/BASE64Decoder.java,31,5,31,51,
Lsun/misc/BASE64Decoder;->pem_convert_array:[B,libcore/ojluni/annotations/hiddenapi/sun/misc/BASE64Decoder.java,58,5,58,51,
Lsun/misc/BASE64Encoder;-><init>()V,libcore/ojluni/annotations/hiddenapi/sun/misc/BASE64Encoder.java,31,5,31,51,
Lsun/misc/BASE64Encoder;->pem_array:[C,libcore/ojluni/annotations/hiddenapi/sun/misc/BASE64Encoder.java,49,5,49,51,
Lsun/misc/CEFormatException;-><init>(Ljava/lang/String;)V,libcore/ojluni/annotations/hiddenapi/sun/misc/CEFormatException.java,31,5,31,51,
Lsun/misc/CEStreamExhausted;-><init>()V,libcore/ojluni/annotations/hiddenapi/sun/misc/CEStreamExhausted.java,31,5,31,51,
Lsun/misc/CharacterDecoder;-><init>()V,libcore/ojluni/annotations/hiddenapi/sun/misc/CharacterDecoder.java,32,5,32,51,
Lsun/misc/CharacterDecoder;->decodeBuffer(Ljava/lang/String;)[B,libcore/ojluni/annotations/hiddenapi/sun/misc/CharacterDecoder.java,81,5,81,51,
Lsun/misc/CharacterEncoder;-><init>()V,libcore/ojluni/annotations/hiddenapi/sun/misc/CharacterEncoder.java,32,5,32,51,
Lsun/misc/CharacterEncoder;->encodeBufferPrefix(Ljava/io/OutputStream;)V,libcore/ojluni/annotations/hiddenapi/sun/misc/CharacterEncoder.java,41,5,41,51,
Lsun/misc/CharacterEncoder;->encode([B)Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/sun/misc/CharacterEncoder.java,76,5,76,51,
Lsun/misc/CharacterEncoder;->encodeBuffer([B)Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/sun/misc/CharacterEncoder.java,104,5,104,51,
Lsun/misc/CharacterEncoder;->pStream:Ljava/io/PrintStream;,libcore/ojluni/annotations/hiddenapi/sun/misc/CharacterEncoder.java,118,5,118,51,
Lsun/misc/Cleaner;->create(Ljava/lang/Object;Ljava/lang/Runnable;)Lsun/misc/Cleaner;,libcore/ojluni/annotations/hiddenapi/sun/misc/Cleaner.java,46,5,46,25,
Lsun/misc/Cleaner;->clean()V,libcore/ojluni/annotations/hiddenapi/sun/misc/Cleaner.java,51,5,51,25,
Lsun/misc/FloatingDecimal;->stripLeadingZeros(Ljava/lang/String;)Ljava/lang/String;,libcore/ojluni/annotations/hiddenapi/sun/misc/FloatingDecimal.java,89,5,89,51,
Lsun/misc/FloatingDecimal;->getHexDigit(Ljava/lang/String;I)I,libcore/ojluni/annotations/hiddenapi/sun/misc/FloatingDecimal.java,94,5,94,51,
Lsun/misc/FloatingDecimal;->$assertionsDisabled:Z,libcore/ojluni/annotations/hiddenapi/sun/misc/FloatingDecimal.java,99,5,99,51,
Lsun/misc/FormattedFloatingDecimal;->$assertionsDisabled:Z,libcore/ojluni/annotations/hiddenapi/sun/misc/FormattedFloatingDecimal.java,82,5,82,51,
Lsun/misc/FpUtils;->rawCopySign(DD)D,libcore/ojluni/annotations/hiddenapi/sun/misc/FpUtils.java,46,5,46,51,
Lsun/misc/FpUtils;->$assertionsDisabled:Z,libcore/ojluni/annotations/hiddenapi/sun/misc/FpUtils.java,168,5,168,51,
Lsun/misc/HexDumpEncoder;-><init>()V,libcore/ojluni/annotations/hiddenapi/sun/misc/HexDumpEncoder.java,31,5,31,51,
Lsun/misc/HexDumpEncoder;->currentByte:I,libcore/ojluni/annotations/hiddenapi/sun/misc/HexDumpEncoder.java,65,5,65,51,
Lsun/misc/HexDumpEncoder;->offset:I,libcore/ojluni/annotations/hiddenapi/sun/misc/HexDumpEncoder.java,67,5,67,51,
Lsun/misc/HexDumpEncoder;->thisLine:[B,libcore/ojluni/annotations/hiddenapi/sun/misc/HexDumpEncoder.java,69,5,69,51,
Lsun/misc/HexDumpEncoder;->thisLineLength:I,libcore/ojluni/annotations/hiddenapi/sun/misc/HexDumpEncoder.java,71,5,71,51,
Lsun/misc/IOUtils;->readFully(Ljava/io/InputStream;IZ)[B,libcore/ojluni/annotations/hiddenapi/sun/misc/IOUtils.java,37,5,37,51,
Lsun/misc/JarIndex;-><init>([Ljava/lang/String;)V,libcore/ojluni/annotations/hiddenapi/sun/misc/JarIndex.java,44,5,44,51,
Lsun/misc/JarIndex;->write(Ljava/io/OutputStream;)V,libcore/ojluni/annotations/hiddenapi/sun/misc/JarIndex.java,86,5,86,51,
Lsun/misc/MessageUtils;-><init>()V,libcore/ojluni/annotations/hiddenapi/sun/misc/MessageUtils.java,32,5,32,51,
Lsun/misc/MetaIndex;->forJar(Ljava/io/File;)Lsun/misc/MetaIndex;,libcore/ojluni/annotations/hiddenapi/sun/misc/MetaIndex.java,36,5,36,51,
Lsun/misc/MetaIndex;->registerDirectory(Ljava/io/File;)V,libcore/ojluni/annotations/hiddenapi/sun/misc/MetaIndex.java,41,5,41,51,
Lsun/misc/URLClassPath$JarLoader;->getJarFile()Ljava/util/jar/JarFile;,libcore/ojluni/annotations/hiddenapi/sun/misc/URLClassPath.java,246,9,246,29,
Lsun/misc/URLClassPath;->lmap:Ljava/util/HashMap;,libcore/ojluni/annotations/hiddenapi/sun/misc/URLClassPath.java,194,5,194,25,
Lsun/misc/URLClassPath;->loaders:Ljava/util/ArrayList;,libcore/ojluni/annotations/hiddenapi/sun/misc/URLClassPath.java,197,5,197,25,
Lsun/misc/URLClassPath;->urls:Ljava/util/Stack;,libcore/ojluni/annotations/hiddenapi/sun/misc/URLClassPath.java,208,5,208,25,
Lsun/misc/Unsafe;->getUnsafe()Lsun/misc/Unsafe;,libcore/ojluni/annotations/hiddenapi/sun/misc/Unsafe.java,39,5,39,25,
Lsun/misc/Unsafe;->objectFieldOffset(Ljava/lang/reflect/Field;)J,libcore/ojluni/annotations/hiddenapi/sun/misc/Unsafe.java,44,5,44,25,
Lsun/misc/Unsafe;->arrayBaseOffset(Ljava/lang/Class;)I,libcore/ojluni/annotations/hiddenapi/sun/misc/Unsafe.java,49,5,49,25,
Lsun/misc/Unsafe;->arrayIndexScale(Ljava/lang/Class;)I,libcore/ojluni/annotations/hiddenapi/sun/misc/Unsafe.java,54,5,54,25,
Lsun/misc/Unsafe;->getArrayBaseOffsetForComponentType(Ljava/lang/Class;)I,libcore/ojluni/annotations/hiddenapi/sun/misc/Unsafe.java,59,5,59,56,maxTargetSdk=26
Lsun/misc/Unsafe;->getArrayIndexScaleForComponentType(Ljava/lang/Class;)I,libcore/ojluni/annotations/hiddenapi/sun/misc/Unsafe.java,62,5,62,56,maxTargetSdk=26
Lsun/misc/Unsafe;->compareAndSwapInt(Ljava/lang/Object;JII)Z,libcore/ojluni/annotations/hiddenapi/sun/misc/Unsafe.java,65,5,65,25,
Lsun/misc/Unsafe;->compareAndSwapLong(Ljava/lang/Object;JJJ)Z,libcore/ojluni/annotations/hiddenapi/sun/misc/Unsafe.java,69,5,69,25,
Lsun/misc/Unsafe;->compareAndSwapObject(Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z,libcore/ojluni/annotations/hiddenapi/sun/misc/Unsafe.java,73,5,73,25,
Lsun/misc/Unsafe;->getIntVolatile(Ljava/lang/Object;J)I,libcore/ojluni/annotations/hiddenapi/sun/misc/Unsafe.java,80,5,80,25,
